title,model_details,year,agency,price,monthly_payment,link,image_path
סובארו פורסטר,XS אוט׳ 2.5 (182 כ״ס),2021 • יד 1,סמלת כמו חדש,"140,900 ₪","2,694 ₪ (60 חודשים)",https://www.yad2.co.il://item/j2hg2he6,
סובארו B4/לגאסי,Luxury אוט׳ 2.5 (167 כ״ס),2010 • יד 3,אלעד רכבים,"19,500 ₪",,https://www.yad2.co.il://item/bzf7arha,https://img.yad2.co.il/Pic/202505/07/1_8/o/y2_8pa_010478_20250507200554.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,Style אוט׳ 1.6 (114 כ״ס),2016 • יד 1,בלו סקאי,"19,900 ₪",,https://www.yad2.co.il://item/0fyxpsld,https://img.yad2.co.il/Pic/202504/09/1_8/o/y2_1pa_010055_20250409150057.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RX אוט׳ סדאן 4 דל 1.5 (107 כ״ס),2011 • יד 5,,"8,000 ₪",,https://www.yad2.co.il://item/ycrfb1ny,https://img.yad2.co.il/Pic/202505/09/1_1/o/y2_1pa_010652_20250509001226.jpeg?w=3840&h=3840&c=9
סובארו טריבקה,5P Limited אוט׳ 3.6 (258 כ״ס),2009 • יד 3,,"29,000 ₪",,https://www.yad2.co.il://item/c8ogohsr,https://img.yad2.co.il/Pic/202505/08/1_3/o/y2_1pa_010647_20250508235905.jpeg?w=3840&h=3840&c=9
סובארו XV,New Classic אוט׳ 1.6 (114 כ״ס),2019 • יד 2,,"6,700 ₪",,https://www.yad2.co.il://item/euifgxtx,https://img.yad2.co.il/Pic/202504/25/1_1/o/y2_1pa_010626_20250425135406.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,LX אוט׳ סדאן 4 דל 1.6 (95 כ״ס) [2004-2006],2006 • יד 4,,500 ₪,,https://www.yad2.co.il://item/nif51dag,https://img.yad2.co.il/Pic/202504/06/1_1/o/y2_1pa_010946_20250406205239.jpeg?w=3840&h=3840&c=9
סובארו אבולטיס/אסנט,Limited אוט׳ 2.4 (260 כ״ס),2021 • יד 1,,"185,000 ₪",,https://www.yad2.co.il://item/hy9rdpdt,https://img.yad2.co.il/Pic/202504/16/1_3/o/y2_1pa_010834_20250416182932.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2020 • יד 1,,"130,000 ₪",,https://www.yad2.co.il://item/oxf2d68s,https://img.yad2.co.il/Pic/202505/08/1_3/o/y2_1pa_010692_20250508231725.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2014-2016],2016 • יד 3,,"43,000 ₪",,https://www.yad2.co.il://item/8h5ece95,https://img.yad2.co.il/Pic/202505/08/1_1/o/y2_1pa_010026_20250508230317.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,GX אוט׳ סדאן 4 דל 2.0 (125 כ״ס),2004 • יד 1,,"27,000 ₪",,https://www.yad2.co.il://item/krvt4q7e,https://img.yad2.co.il/Pic/202502/24/1_1/o/y2_1pa_010724_20250224215237.jpeg?w=3840&h=3840&c=9
סובארו BRZ,Premium ידני 2.4 (230 כ״ס),2024 • יד 1,,"215,000 ₪",,https://www.yad2.co.il://item/70evjnkz,https://img.yad2.co.il/Pic/202505/05/1_1/o/y2_1pa_010634_20250505093304.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6 Eyesight אוט׳ 1.6 (114 כ״ס) [2018-2021],2018 • יד 2,,"78,000 ₪",,https://www.yad2.co.il://item/lhml3pwm,https://img.yad2.co.il/Pic/202505/07/1_1/o/y2_1_06650_20250507183313.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,Top אוט׳ 2.0 (150 כ״ס) [2009-2012],2010 • יד 4,,"1,000 ₪",,https://www.yad2.co.il://item/iyj3vy0f,https://img.yad2.co.il/Pic/202503/23/1_1/o/y2_1pa_010665_20250323233855.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,GX אוט׳ סדאן 4 דל 2.0 (125 כ״ס),2004 • יד 2,,"13,000 ₪",,https://www.yad2.co.il://item/msz28fvl,https://img.yad2.co.il/Pic/202505/06/1_1/o/y2_1pa_010282_20250506174554.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,2.0 Osaka אוט׳ 2.0 (150 כ״ס),2018 • יד 2,,"82,000 ₪",,https://www.yad2.co.il://item/pctkky7r,https://img.yad2.co.il/Pic/202505/04/1_3/o/y2_1_08956_20250504122913.jpeg?w=3840&h=3840&c=9
סובארו BRZ,Limited אוט׳ 4 מק 2.4 (230 כ״ס),2024 • יד 1,,"229,000 ₪",,https://www.yad2.co.il://item/1xt15lbv,https://img.yad2.co.il/Pic/202505/06/1_1/o/y2_7pa_010002_20250506220348.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2019 • יד 2,,"4,000 ₪",,https://www.yad2.co.il://item/2xb9sufx,https://img.yad2.co.il/Pic/202504/21/1_1/o/y2_1pa_010890_20250421151541.jpeg?w=3840&h=3840&c=9
סובארו XV,Premium אוט׳ 1.6 (114 כ״ס) [2016-2019],2017 • יד 2,,"66,500 ₪",,https://www.yad2.co.il://item/1hbnpp7m,https://img.yad2.co.il/Pic/202505/08/1_1/o/y2_1pa_010189_20250508213229.jpeg?w=3840&h=3840&c=9
סובארו אאוטבק,XS אוט׳ 2.5 (167 כ״ס),2012 • יד 3,,"31,000 ₪",,https://www.yad2.co.il://item/tt4dpoue,https://img.yad2.co.il/Pic/202505/06/1_1/o/y2_1pa_010016_20250506215351.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,Style אוט׳ 1.6 (114 כ״ס),2016 • יד 4,,"2,000 ₪",,https://www.yad2.co.il://item/xr1dj4ff,https://img.yad2.co.il/Pic/202503/27/1_1/o/y2_1pa_010674_20250327152336.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2016-2018],2016 • יד 4,,"48,000 ₪",,https://www.yad2.co.il://item/qr7nvw78,https://img.yad2.co.il/Pic/202504/25/1_1/o/y2_1pa_010210_20250425161912.jpeg?w=3840&h=3840&c=9
סובארו אאוטבק,XS אוט׳ 2.5 (175 כ״ס),2015 • יד 2,,"53,000 ₪",,https://www.yad2.co.il://item/cf3vs802,https://img.yad2.co.il/Pic/202504/17/1_1/o/y2_1pa_010224_20250417180825.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,2.0X אוט׳ 2.0 (150 כ״ס),2016 • יד 1,טרייד אין רכב חיפה,"64,990 ₪",738 ₪ (60 חודשים),https://www.yad2.co.il://item/6am8psff,https://img.yad2.co.il/Pic/202503/14/1_3/o/y2_1pa_010769_20250314130510.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstyle אוט׳ 2.0 (152 כ״ס),2022 • יד 1,יורודרייב - מתקדמים לפרימיום,"107,000 ₪",,https://www.yad2.co.il://item/blurtpbx,https://img.yad2.co.il/Pic/202505/07/1_8/o/y2_1pa_010202_20250507123331.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2011-2016],2015 • יד 1,אוטו פאר - יעקב שבו,"57,000 ₪",,https://www.yad2.co.il://item/sry5nb7f,https://img.yad2.co.il/Pic/202501/01/1_3/o/y2_8pa_010366_20250101130642.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstyle אוט׳ 2.0 (152 כ״ס),2021 • יד 1,Freesbe,"98,000 ₪",,https://www.yad2.co.il://item/iaioedid,https://img.yad2.co.il/Pic/202505/07/1_8/o/y2_1pa_010888_20250507121606.jpeg?w=3840&h=3840&c=9
סובארו XV,2.0I אוט׳ 2.0 (150 כ״ס) [2012-2016],2015 • יד 3,בר קאר,"4,000 ₪",,https://www.yad2.co.il://item/rajndx8k,https://img.yad2.co.il/Pic/202504/15/1_8/o/y2_1pa_010545_20250415235619.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2020 • יד 1,סמלת כמו חדש,"139,900 ₪","2,675 ₪ (60 חודשים)",https://www.yad2.co.il://item/d678dlz1,
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2021 • יד 1,אוטו פלוס,"121,000 ₪",,https://www.yad2.co.il://item/2of88e7f,https://img.yad2.co.il/Pic/202504/24/1_3/o/y2_1pa_010993_20250424160831.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2020 • יד 2,טרייד מוביל,"123,230 ₪","1,990 ₪ (72 חודשים)",https://www.yad2.co.il://item/so02y3j4,https://img.yad2.co.il/Pic/202505/05/1_3/o/xml_1_9955313618_20250505020506.jpg?w=3840&h=3840&c=9
סובארו אימפרזה,1.6 Eyesight אוט׳ 1.6 (114 כ״ס),2015 • יד 2,גלעד רכב,"21,800 ₪",,https://www.yad2.co.il://item/idh0zu90,https://img.yad2.co.il/Pic/202505/09/1_8/o/y2_1pa_010562_20250509092416.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2021-2025],2022 • יד 1,טרייד מוביל,"146,855 ₪","2,128 ₪ (90 חודשים)",https://www.yad2.co.il://item/rg4s7syn,
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2020 • יד 1,שמעון ברזילאי סובארו,"148,000 ₪",,https://www.yad2.co.il://item/ue63rcof,https://img.yad2.co.il/Pic/202503/23/1_3/o/y2_1pa_010987_20250323133516.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Z אוט׳ 2.5 (182 כ״ס),2023 • יד 2,סוזוקי טרייד אין,"145,000 ₪",,https://www.yad2.co.il://item/ptr2l2ml,https://img.yad2.co.il/Pic/202501/28/1_3/o/xml_1_9954859573_20250128080136.jpg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2019 • יד 2,"נילא יבוא וסחר בע""מ","82,900 ₪",,https://www.yad2.co.il://item/nihabbnz,https://img.yad2.co.il/Pic/202504/17/1_8/o/y2_1pa_010580_20250417162728.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,2.0Z אוט׳ 2.0 (150 כ״ס),2019 • יד 3,טרייד מוביל,"92,445 ₪","1,744 ₪ (58 חודשים)",https://www.yad2.co.il://item/aq7syy4i,https://img.yad2.co.il/Pic/202504/28/1_3/o/xml_1_9955148837_20250428020423.jpg?w=3840&h=3840&c=9
סובארו אבולטיס/אסנט,Limited אוט׳ 2.4 (260 כ״ס),2022 • יד 1,רכב יניב רמת אפעל,"10,000 ₪",,https://www.yad2.co.il://item/b79xdkqx,https://img.yad2.co.il/Pic/202504/28/1_3/o/y2_1pa_010870_20250428094019.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2020 • יד 1,סמלת כמו חדש,"136,900 ₪","2,618 ₪ (60 חודשים)",https://www.yad2.co.il://item/9ef1ny5z,
סובארו XV,Crosstyle אוט׳ 2.0 (152 כ״ס),2022 • יד 1,טרייד אין סובארו השרון,"121,000 ₪",,https://www.yad2.co.il://item/qyshp3qa,https://img.yad2.co.il/Pic/202504/07/1_8/o/y2_1pa_010005_20250407091312.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2021-2025],2022 • יד 1,טרייד מוביל,"166,335 ₪","2,121 ₪ (90 חודשים)",https://www.yad2.co.il://item/62ctl5w4,
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2014-2016],2016 • יד 1,דודי ב.רכב,"43,000 ₪",,https://www.yad2.co.il://item/k6wak42g,https://img.yad2.co.il/Pic/202505/06/1_8/o/y2_1pa_010310_20250506153949.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2021 • יד 1,סמלת כמו חדש,"148,900 ₪","2,847 ₪ (60 חודשים)",https://www.yad2.co.il://item/nacili1p,https://img.yad2.co.il/Pic/202504/16/1_3/o/xml_1_9955244120_20250416060449.jpg?w=3840&h=3840&c=9
סובארו XV,Premium אוט׳ 2.0 (150 כ״ס) [2012-2016],2015 • יד 3,,"6,001 ₪",,https://www.yad2.co.il://item/sey12iof,https://img.yad2.co.il/Pic/202104/17/1_1/o/y2_1_03907_20210417170451.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6 Classic אוט׳ 1.6 (114 כ״ס) [2018-2021],2020 • יד 6,,"4,600 ₪",,https://www.yad2.co.il://item/5am20up3,https://img.yad2.co.il/Pic/202503/17/1_1/o/y2_1pa_010868_20250317182536.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6 Classic אוט׳ 1.6 (114 כ״ס) [2018-2021],2019 • יד 2,,"54,000 ₪",,https://www.yad2.co.il://item/js3nv115,https://img.yad2.co.il/Pic/202504/30/1_1/o/y2_1pa_010539_20250430201354.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 R אוט׳ סדאן 4 דל 1.5 (105 כ״ס),2008 • יד 5,,"6,200 ₪",,https://www.yad2.co.il://item/bufiz0ud,https://img.yad2.co.il/Pic/202505/08/1_1/o/y2_1pa_010712_20250508201721.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,B אוט׳ 2.0 (150 כ״ס),2010 • יד 4,,"19,500 ₪",,https://www.yad2.co.il://item/wzigtk4w,https://img.yad2.co.il/Pic/202410/31/1_3/o/y2_6pa_010745_20241031182021.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,B אוט׳ 2.0 (150 כ״ס),2009 • יד 4,,"19,900 ₪",,https://www.yad2.co.il://item/tfvqffdj,https://img.yad2.co.il/Pic/202505/03/1_3/o/y2_1pa_010973_20250503210901.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2014-2016],2015 • יד 4,,"41,500 ₪",,https://www.yad2.co.il://item/3u787dcc,https://img.yad2.co.il/Pic/202504/20/1_1/o/y2_1pa_010238_20250420140731.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RX אוט׳ האצ'בק 5 דל 1.5 (107 כ״ס),2008 • יד 4,,500 ₪,,https://www.yad2.co.il://item/664cgzgx,https://img.yad2.co.il/Pic/202502/17/1_1/o/y2_1pa_010288_20250217114628.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,2.0Z אוט׳ 2.0 (150 כ״ס),2017 • יד 3,,"68,000 ₪",,https://www.yad2.co.il://item/y8ahvs0p,https://img.yad2.co.il/Pic/202504/14/1_3/o/y2_1pa_010810_20250414145510.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,2.0X אוט׳ 2.0 (150 כ״ס),2017 • יד 3,,"65,500 ₪",,https://www.yad2.co.il://item/7s3tkfi1,https://img.yad2.co.il/Pic/202504/13/1_3/o/y2_1pa_010915_20250413204707.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RX אוט׳ האצ'בק 5 דל 1.5 (107 כ״ס),2008 • יד 4,,"6,300 ₪",,https://www.yad2.co.il://item/f4nzo9j9,https://img.yad2.co.il/Pic/202504/23/1_1/o/y2_1pa_010438_20250423134648.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2011-2016],2013 • יד 2,,"40,800 ₪",,https://www.yad2.co.il://item/2l55t4f2,https://img.yad2.co.il/Pic/202504/19/1_3/o/y2_1pa_010428_20250419170536.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2020 • יד 2,,"144,000 ₪",,https://www.yad2.co.il://item/i0oqn5hi,https://img.yad2.co.il/Pic/202505/04/1_3/o/y2_5pa_010572_20250504160500.jpeg?w=3840&h=3840&c=9
סובארו BRZ,Limited אוט׳ 4 מק 2.4 (230 כ״ס),2024 • יד 1,,"220,000 ₪",,https://www.yad2.co.il://item/sib9trvj,https://img.yad2.co.il/Pic/202504/14/1_1/o/y2_3pa_010662_20250414125846.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2020 • יד 2,,"95,000 ₪",,https://www.yad2.co.il://item/m87mgibp,https://img.yad2.co.il/Pic/202505/07/1_1/o/y2_1pa_010088_20250507085015.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 R אוט׳ סדאן 4 דל 1.5 (105 כ״ס),2007 • יד 2,,"11,000 ₪",,https://www.yad2.co.il://item/33je7sw5,https://img.yad2.co.il/Pic/202505/06/1_1/o/y2_1pa_010925_20250506180857.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,XS אוט׳ 2.5 (182 כ״ס),2020 • יד 1,,"121,600 ₪",,https://www.yad2.co.il://item/gx8tp4ed,https://img.yad2.co.il/Pic/202505/08/1_3/o/y2_1pa_010088_20250508182122.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,2.0Z אוט׳ 2.0 (150 כ״ס),2016 • יד 2,,"3,000 ₪",,https://www.yad2.co.il://item/ho7vgoff,https://img.yad2.co.il/Pic/202504/22/1_3/o/y2_1pa_010659_20250422192519.jpeg?w=3840&h=3840&c=9
סובארו לאונה,DL אוט׳ סטיישן / טורר 5 דל 1.6 (95 כ״ס),1991 • יד 5,,"30,000 ₪",,https://www.yad2.co.il://item/7mgzlui5,https://img.yad2.co.il/Pic/202505/01/1_1/o/y2_1pa_010130_20250501172301.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 R אוט׳ האצ'בק 5 דל 1.5 (107 כ״ס),2008 • יד 1,,"9,900 ₪",,https://www.yad2.co.il://item/k2kttkav,https://img.yad2.co.il/Pic/202503/01/1_1/o/y2_1_09485_20250301123336.jpeg?w=3840&h=3840&c=9
סובארו XV,2.0I אוט׳ 2.0 (150 כ״ס) [2016-2018],2016 • יד 2,אמ בי מוטורס,"8,000 ₪",,https://www.yad2.co.il://item/5lq33a4q,https://img.yad2.co.il/Pic/202502/04/1_8/o/y2_1pa_010618_20250204113024.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2021 • יד 1,סמלת כמו חדש,"148,900 ₪","2,847 ₪ (60 חודשים)",https://www.yad2.co.il://item/nacili1p,https://img.yad2.co.il/Pic/202504/16/1_3/o/xml_1_9955244120_20250416060449.jpg?w=3840&h=3840&c=9
סובארו פורסטר,Z אוט׳ 2.5 (182 כ״ס),2021 • יד 1,רן קאר,"115,000 ₪",,https://www.yad2.co.il://item/jydop9v4,https://img.yad2.co.il/Pic/202505/05/1_3/o/y2_1pa_010152_20250505165110.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,XS אוט׳ 2.5 (182 כ״ס),2021 • יד 1,טרייד מוביל,"141,375 ₪","2,008 ₪ (84 חודשים)",https://www.yad2.co.il://item/ga7ii970,https://img.yad2.co.il/Pic/202505/05/1_3/o/xml_1_9955261126_20250505020508.jpg?w=3840&h=3840&c=9
סובארו XV,2.0 Eyesight אוט׳ 2.0 (156 כ״ס),2019 • יד 3,מ.ת. מוטורס בעמ,"71,000 ₪",,https://www.yad2.co.il://item/g84it3xl,https://img.yad2.co.il/Pic/202504/23/1_8/o/y2_1pa_010042_20250423081624.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2022 • יד 1,אופרייט,"92,900 ₪",,https://www.yad2.co.il://item/5clyxni8,https://img.yad2.co.il/Pic/202505/08/1_8/o/y2_1pa_010695_20250508152938.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2014-2016],2016 • יד 2,Jacob Motors,"7,000 ₪",,https://www.yad2.co.il://item/063bbpl3,https://img.yad2.co.il/Pic/202503/16/1_8/o/y2_1pa_010481_20250316105701.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstyle אוט׳ 2.0 (152 כ״ס),2021 • יד 1,Freesbe,"4,000 ₪",,https://www.yad2.co.il://item/li2l5q3p,https://img.yad2.co.il/Pic/202501/04/1_8/o/xml_1_9954803099_20250104040129.jpg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2019 • יד 2,CAR 4 U,"104,900 ₪",,https://www.yad2.co.il://item/kbzaiseh,https://img.yad2.co.il/Pic/202505/04/1_3/o/y2_1pa_010418_20250504123340.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,2.0Z אוט׳ 2.0 (150 כ״ס),2016 • יד 2,טרייד מוביל,"2,936 ₪","2,399 ₪ (22 חודשים)",https://www.yad2.co.il://item/ay323vsg,https://img.yad2.co.il/Pic/202504/17/1_3/o/xml_1_9955148837_20250417020400.jpg?w=3840&h=3840&c=9
סובארו XV,Crosstyle אוט׳ 2.0 (152 כ״ס),2023 • יד 1,אמ בי מוטורס,"119,000 ₪",,https://www.yad2.co.il://item/o4y58fgp,https://img.yad2.co.il/Pic/202505/06/1_8/o/y2_1pa_010996_20250506191435.jpeg?w=3840&h=3840&c=9
סובארו אאוטבק,Limited אוט׳ 2.5 (170 כ״ס),2022 • יד 1,Freesbe,"130,000 ₪",,https://www.yad2.co.il://item/29mew8o7,https://img.yad2.co.il/Pic/202505/06/1_8/o/y2_1pa_010658_20250506172132.jpeg?w=3840&h=3840&c=9
סובארו XV,Premium אוט׳ 2.0 (150 כ״ס) [2012-2016],2014 • יד 2,BARANES MOTORS,"50,000 ₪",,https://www.yad2.co.il://item/fuo9v2mo,https://img.yad2.co.il/Pic/202505/05/1_8/o/y2_1pa_010231_20250505002119.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2021 • יד 1,Freesbe,"3,000 ₪",,https://www.yad2.co.il://item/77nskx74,https://img.yad2.co.il/Pic/202412/20/1_8/o/xml_1_9954575497_20241220041239.jpg?w=3840&h=3840&c=9
סובארו קרוסטרק,Luxury אוט׳ 2.0 (152 כ״ס),2024 • יד 1,שמעון ברזילאי סובארו,"147,000 ₪",,https://www.yad2.co.il://item/k0m39kl9,https://img.yad2.co.il/Pic/202504/14/1_3/o/y2_1pa_010510_20250414122341.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Z אוט׳ 2.5 (182 כ״ס),2023 • יד 1,טרייד מוביל,"6,000 ₪","1,920 ₪ (96 חודשים)",https://www.yad2.co.il://item/kdwz903l,https://img.yad2.co.il/Pic/202504/02/1_3/o/xml_1_9955143341_20250402020402.jpg?w=3840&h=3840&c=9
סובארו פורסטר,B אוט׳ 2.0 (150 כ״ס),2008 • יד 4,מיכאל car,"5,500 ₪",,https://www.yad2.co.il://item/dsqqk9mt,https://img.yad2.co.il/Pic/202503/24/1_3/o/y2_1pa_994018_20250324141333.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2019 • יד 1,סמלת כמו חדש,"128,900 ₪","2,465 ₪ (60 חודשים)",https://www.yad2.co.il://item/iqcr4kfs,https://img.yad2.co.il/Pic/202504/17/1_3/o/xml_1_9955201038_20250417060424.jpg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RX אוט׳ סדאן 4 דל 1.5 (107 כ״ס),2009 • יד 2,אפיקים מוטורס,600 ₪,,https://www.yad2.co.il://item/xy2j0s64,https://img.yad2.co.il/Pic/202504/02/1_8/o/y2_1pa_010145_20250402115826.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2021 • יד 1,כונס רכב yad2,"127,000 ₪",,https://www.yad2.co.il://item/2rzsiv8e,https://img.yad2.co.il/Pic/202504/30/1_3/o/xml_1_9955326040_20250430160423.jpg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RX אוט׳ האצ'בק 5 דל 1.5 (107 כ״ס),2008 • יד 2,,"6,600 ₪",,https://www.yad2.co.il://item/upq1w7kc,https://img.yad2.co.il/Pic/202504/28/1_1/o/y2_1pa_010709_20250428105343.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2014-2016],2015 • יד 3,,"41,000 ₪",,https://www.yad2.co.il://item/hwmc1zsz,https://img.yad2.co.il/Pic/202505/04/1_1/o/y2_1pa_010382_20250504085128.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2021-2025],2022 • יד 1,,"165,000 ₪",,https://www.yad2.co.il://item/gxu3xbm6,https://img.yad2.co.il/Pic/202501/13/1_3/o/y2_1pa_010423_20250113182211.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,XS אוט׳ 2.5 (182 כ״ס),2023 • יד 1,,"164,000 ₪",,https://www.yad2.co.il://item/kt8jxmjh,https://img.yad2.co.il/Pic/202502/03/1_3/o/y2_1pa_010861_20250203091150.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6 Classic אוט׳ 1.6 (114 כ״ס) [2018-2021],2019 • יד 2,,"10,000 ₪",,https://www.yad2.co.il://item/vrak8mhp,https://img.yad2.co.il/Pic/202504/04/1_1/o/y2_1pa_010209_20250404145828.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,B אוט׳ 2.0 (150 כ״ס),2010 • יד 3,,"23,000 ₪",,https://www.yad2.co.il://item/w7f0x5xt,https://img.yad2.co.il/Pic/202504/29/1_3/o/y2_1pa_010086_20250429121321.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RX אוט׳ סדאן 4 דל 1.5 (107 כ״ס),2009 • יד 4,,"11,500 ₪",,https://www.yad2.co.il://item/of6ct0c6,https://img.yad2.co.il/Pic/202505/05/1_1/o/y2_1pa_010405_20250505191619.jpeg?w=3840&h=3840&c=9
סובארו BRZ,2.0I ידני 2.0 (200 כ״ס) [2012-2016],2012 • יד 4,,"145,000 ₪",,https://www.yad2.co.il://item/ahevkyfz,https://img.yad2.co.il/Pic/202505/08/1_1/o/y2_1pa_010501_20250508162509.jpeg?w=3840&h=3840&c=9
סובארו XV,2.0I אוט׳ 2.0 (150 כ״ס) [2016-2018],2016 • יד 3,,"56,000 ₪",,https://www.yad2.co.il://item/h0tthsy2,https://img.yad2.co.il/Pic/202503/18/1_1/o/y2_1_07784_20250318184959.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,Top אוט׳ 2.0 (150 כ״ס) [2009-2012],2009 • יד 2,,"2,000 ₪",,https://www.yad2.co.il://item/q1h1cstd,https://img.yad2.co.il/Pic/202502/16/1_1/o/y2_1pa_010045_20250216172135.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2011-2016],2016 • יד 1,,"57,000 ₪",,https://www.yad2.co.il://item/vf4rrmta,https://img.yad2.co.il/Pic/202505/07/1_3/o/y2_1pa_010550_20250507115421.jpeg?w=3840&h=3840&c=9
סובארו XV,2.0I אוט׳ 2.0 (150 כ״ס) [2016-2018],2016 • יד 3,,"2,000 ₪",,https://www.yad2.co.il://item/n1ga40e0,https://img.yad2.co.il/Pic/202504/07/1_1/o/y2_1pa_010725_20250407083403.jpeg?w=3840&h=3840&c=9
סובארו טריבקה,5P Limited אוט׳ 3.6 (258 כ״ס),2009 • יד 3,,"20,000 ₪",,https://www.yad2.co.il://item/w5wookma,https://img.yad2.co.il/Pic/202504/21/1_3/o/y2_1pa_010210_20250421211244.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,2.0I אוט׳ 2.0 (158 כ״ס),2006 • יד 3,,"14,000 ₪",,https://www.yad2.co.il://item/7a8o2maf,https://img.yad2.co.il/Pic/202505/08/1_3/o/y2_1pa_010720_20250508144753.jpeg?w=3840&h=3840&c=9
